ceb	age	educ	religion	idlnchld	knowmeth	usemeth	evermarr	agefm	heduc	urban	electric	radio	tv	bicycle
0	24	11	protestant	4	1	0	0	NA	NA	0	0	1	0	1
0	18	9	spirit	5	1	1	0	NA	NA	0	0	0	0	0
1	49	4	protestant	4	0	0	1	21	7	0	0	1	0	0
0	24	10	protestant	2	1	1	0	NA	NA	0	0	1	0	0
6	36	7	spirit	2	1	1	0	NA	NA	0	0	0	0	0
7	33	0	spirit	6	1	1	1	22	2	0	0	0	0	0
0	17	7	other	2	1	0	0	NA	NA	0	0	0	0	0
1	30	8	spirit	4	1	1	0	NA	NA	0	0	1	0	0
1	18	7	spirit	4	1	0	0	NA	NA	0	0	1	0	1
3	30	7	other	6	1	1	0	NA	NA	0	0	1	0	0
0	35	7	other	6	1	0	1	18	NA	0	0	0	0	0
9	40	8	protestant	NA	1	0	1	20	0	0	0	0	0	0
5	30	2	protestant	4	1	1	1	16	0	0	0	1	0	0
9	41	7	protestant	4	1	0	1	19	3	0	0	0	0	0
6	38	6	other	4	1	0	1	16	0	0	0	1	0	1
0	16	9	other	2	1	0	0	NA	NA	0	0	1	0	0
1	23	9	protestant	6	1	1	0	NA	NA	0	0	1	0	0
0	18	7	spirit	6	1	1	0	NA	NA	0	0	1	0	0
8	35	7	other	4	1	1	1	15	0	0	0	1	0	1
5	38	0	protestant	4	1	1	0	NA	NA	0	0	0	0	0
1	20	9	other	3	1	0	0	NA	NA	0	0	1	0	1
5	28	0	other	3	1	1	1	18	0	0	0	0	0	0
0	20	0	other	7	1	0	0	NA	NA	0	0	0	0	0
1	33	0	other	4	1	1	0	NA	NA	0	0	1	0	0
4	26	3	spirit	3	1	1	1	15	0	0	0	1	0	0
10	40	2	protestant	4	1	1	1	16	0	0	0	1	0	1
0	36	0	protestant	8	0	0	0	NA	NA	0	0	0	0	0
3	28	0	protestant	4	1	1	1	17	7	0	0	0	0	0
3	24	7	protestant	4	1	1	1	21	0	0	0	1	0	0
4	29	0	other	6	1	1	1	17	0	0	0	0	0	0
5	35	7	protestant	4	1	1	0	NA	NA	0	0	1	0	0
4	26	3	protestant	4	1	1	1	20	0	0	0	0	0	0
0	22	7	protestant	4	1	1	1	21	0	0	0	1	0	1
0	25	10	spirit	4	1	1	0	NA	NA	0	0	1	0	1
5	32	5	catholic	4	1	1	1	18	0	0	0	1	0	0
2	36	7	protestant	4	1	1	0	NA	NA	0	0	1	0	0
4	29	0	spirit	4	1	1	1	16	5	0	0	1	0	0
4	33	0	protestant	4	1	1	0	NA	NA	0	0	0	0	0
3	31	0	other	7	1	1	0	NA	NA	0	0	0	0	0
1	16	7	protestant	10	1	0	0	NA	NA	0	0	1	0	0
0	43	1	protestant	2	0	0	1	17	NA	0	0	0	0	0
0	33	10	protestant	4	1	0	1	20	0	0	0	1	1	0
1	31	7	protestant	6	1	1	0	NA	NA	0	0	1	1	0
0	17	9	protestant	5	1	0	0	NA	NA	0	0	1	0	1
7	46	4	protestant	10	1	0	1	16	0	0	0	1	0	0
0	19	10	protestant	2	1	0	0	NA	NA	0	0	1	0	0
2	23	7	spirit	3	1	1	0	NA	NA	0	0	1	0	1
2	29	0	other	4	1	1	0	NA	NA	0	0	1	0	1
4	48	2	catholic	6	0	0	1	15	0	0	0	0	0	0
2	24	6	spirit	10	1	1	1	12	0	0	0	0	0	0
2	28	7	protestant	4	1	1	0	NA	NA	0	0	1	0	1
2	26	7	protestant	4	1	1	0	NA	NA	0	0	1	0	1
0	16	7	spirit	4	1	0	0	NA	NA	0	0	1	0	1
4	33	7	protestant	8	1	1	1	19	0	0	0	1	0	0
1	24	7	protestant	4	1	1	0	NA	NA	0	0	1	0	1
0	17	5	spirit	4	1	0	0	NA	NA	0	0	1	0	1
3	26	6	spirit	4	1	1	1	13	0	0	0	1	0	0
4	24	7	spirit	6	1	1	1	14	10	0	0	1	0	0
0	21	10	spirit	2	1	0	0	NA	NA	0	0	1	0	0
3	25	0	spirit	3	1	1	0	NA	NA	0	0	1	0	1
5	45	3	spirit	4	0	0	1	17	0	0	0	1	0	0
1	22	6	spirit	2	1	0	0	NA	NA	0	0	1	0	0
5	38	5	spirit	6	1	1	1	18	0	0	1	0	0	0
0	20	7	protestant	5	1	1	0	NA	NA	0	0	1	0	1
4	31	7	protestant	6	1	1	1	18	0	0	0	1	0	0
9	43	0	spirit	4	1	0	0	NA	NA	0	0	0	0	0
1	28	10	other	4	1	1	1	19	10	0	0	1	0	0
4	32	12	protestant	6	1	1	0	NA	NA	0	0	1	0	0
3	32	12	protestant	6	1	1	1	24	10	0	0	1	0	0
1	30	7	protestant	4	1	1	0	NA	NA	0	0	1	0	1
6	36	3	protestant	4	1	1	1	14	0	0	0	1	0	0
2	27	0	protestant	10	1	1	1	15	0	0	0	1	0	0
0	34	0	protestant	4	1	1	0	NA	NA	0	0	1	0	0
0	18	7	protestant	6	1	0	0	NA	NA	0	0	1	0	0
1	20	8	protestant	4	1	1	0	NA	NA	0	0	0	0	1
4	33	7	protestant	6	1	1	1	28	4	0	0	1	0	1
3	30	7	protestant	4	1	1	1	18	3	0	0	1	0	1
0	28	0	spirit	6	1	0	0	NA	NA	0	0	1	0	1
1	16	7	protestant	6	1	0	0	NA	NA	0	0	1	0	1
0	18	10	protestant	3	1	0	0	NA	NA	0	0	1	0	1
8	41	4	spirit	NA	1	1	1	21	0	0	0	1	0	0
3	25	5	spirit	6	1	1	1	16	0	0	0	1	0	1
9	43	4	spirit	2	1	1	1	17	0	0	0	0	0	1
3	24	10	protestant	2	1	1	1	20	12	0	0	0	0	1
0	19	9	protestant	5	1	0	0	NA	NA	0	0	0	0	1
1	19	7	protestant	3	1	0	0	NA	NA	0	0	0	1	0
4	27	7	other	4	1	1	1	14	10	0	0	1	0	0
0	20	10	protestant	4	1	0	0	NA	NA	0	0	0	0	0
2	27	3	spirit	4	1	1	0	NA	NA	0	0	0	0	0
5	36	0	spirit	NA	1	1	1	19	5	0	0	1	0	1
0	15	9	spirit	2	1	0	0	NA	NA	0	0	1	0	1
3	32	5	protestant	4	1	0	1	20	0	0	0	1	0	0
12	46	0	protestant	4	1	0	1	15	0	0	0	0	0	0
2	22	0	protestant	4	1	0	0	NA	NA	0	0	0	0	0
4	27	0	protestant	6	1	1	0	NA	NA	0	0	0	0	1
5	36	2	protestant	NA	1	0	1	17	NA	0	0	1	0	1
0	16	9	protestant	3	1	1	0	NA	NA	0	0	1	0	1
7	44	4	other	NA	1	0	1	19	1	0	0	0	0	0
1	17	7	protestant	1	1	0	0	NA	NA	0	0	0	0	0
7	40	2	protestant	8	1	0	1	21	0	0	0	1	0	1
0	16	9	protestant	3	1	1	0	NA	NA	0	0	1	0	1
0	49	6	protestant	3	1	0	1	28	0	0	0	0	0	1
3	38	10	protestant	4	1	1	0	NA	NA	0	0	1	0	0
4	27	0	spirit	6	1	1	0	NA	NA	0	0	0	0	0
3	27	10	spirit	4	1	1	1	21	10	0	0	1	0	0
4	32	0	spirit	6	1	1	1	16	0	0	0	0	0	0
3	26	5	spirit	3	1	1	1	18	0	0	0	1	0	0
3	24	10	protestant	4	1	1	0	NA	NA	0	0	1	0	0
2	41	0	spirit	4	1	1	0	NA	NA	0	0	1	0	0
0	21	7	spirit	5	1	0	0	NA	NA	0	0	1	0	0
1	32	4	spirit	7	1	1	1	18	0	0	0	0	0	0
6	30	0	other	6	1	0	1	17	0	0	0	1	0	1
5	36	0	protestant	7	1	0	1	23	0	0	0	0	0	1
0	16	0	spirit	2	1	0	0	NA	NA	0	0	0	0	0
0	23	6	other	10	0	0	0	NA	NA	0	0	0	0	0
2	23	7	other	4	1	0	0	NA	NA	0	0	0	0	0
1	21	4	other	10	1	0	0	NA	NA	0	0	0	0	0
0	18	9	protestant	4	1	0	0	NA	NA	0	0	0	0	1
4	44	10	protestant	4	1	1	1	20	13	0	1	1	1	1
5	46	4	protestant	NA	0	0	0	NA	NA	0	0	1	0	0
1	22	7	spirit	2	1	1	0	NA	NA	0	0	0	0	0
8	42	0	spirit	5	1	0	0	NA	NA	0	0	0	0	0
7	42	0	spirit	10	1	1	1	26	1	0	0	1	0	0
3	28	10	other	4	1	1	0	NA	NA	0	0	1	0	0
0	22	10	protestant	4	1	1	0	NA	NA	0	0	1	0	0
4	27	7	catholic	6	1	1	1	17	4	0	0	1	0	0
2	32	0	spirit	5	1	1	0	NA	NA	0	0	1	0	0
4	27	7	catholic	6	1	1	1	17	4	0	0	1	0	0
1	24	7	spirit	4	1	0	1	21	7	0	0	1	0	0
3	49	0	protestant	3	1	1	1	27	0	0	0	0	0	0
7	46	5	protestant	4	1	0	1	26	3	0	0	1	0	0
1	22	0	other	2	1	0	0	NA	NA	0	0	1	1	0
2	25	0	spirit	4	1	0	0	NA	NA	0	0	1	1	0
3	30	10	protestant	6	1	1	0	NA	NA	0	0	1	0	0
1	22	10	protestant	2	1	1	1	21	10	0	0	1	1	1
0	19	12	protestant	3	1	1	0	NA	NA	0	0	1	1	1
9	38	3	catholic	NA	1	1	1	17	0	0	0	1	0	0
2	20	5	catholic	5	1	1	0	NA	NA	0	0	1	0	0
1	18	7	catholic	6	1	1	1	16	0	0	0	1	0	0
0	15	7	protestant	4	1	0	0	NA	NA	0	0	1	0	0
8	38	0	protestant	8	1	1	1	19	0	0	0	1	0	1
1	19	5	protestant	6	1	0	0	NA	NA	0	0	1	0	1
6	34	0	spirit	5	1	1	1	26	0	0	0	1	0	1
0	18	7	spirit	4	1	0	0	NA	NA	0	0	0	0	0
0	16	7	protestant	3	1	0	0	NA	NA	0	0	0	0	0
8	40	0	protestant	8	1	0	1	20	0	0	0	1	0	1
9	38	7	protestant	6	1	0	1	16	0	0	0	1	0	1
5	30	4	protestant	8	1	1	1	19	0	0	0	1	0	1
9	44	0	other	7	1	1	1	19	0	0	0	1	0	1
0	18	7	other	4	1	0	0	NA	NA	0	0	1	0	1
6	34	2	other	8	1	0	1	22	3	0	0	1	0	1
1	19	6	spirit	3	1	0	0	NA	NA	0	0	1	0	0
0	19	6	spirit	2	0	0	0	NA	NA	0	0	1	0	0
5	28	0	protestant	5	1	1	1	16	0	0	0	1	0	1
3	45	6	protestant	5	0	0	1	19	3	0	0	1	0	0
4	39	7	protestant	4	1	1	0	NA	NA	0	0	1	1	0
0	19	10	protestant	3	1	1	0	NA	NA	0	0	1	1	0
3	47	4	spirit	6	1	0	1	21	0	0	0	1	0	0
2	24	7	spirit	3	1	1	1	23	0	0	0	1	0	0
0	42	7	protestant	4	1	0	0	NA	NA	0	0	0	0	0
1	22	0	protestant	1	0	0	0	NA	NA	0	0	0	0	0
1	22	0	protestant	2	0	0	0	NA	NA	0	0	0	0	0
0	20	7	protestant	6	1	0	0	NA	NA	0	0	0	0	0
5	38	0	spirit	4	1	0	0	NA	NA	0	0	0	0	0
0	16	8	protestant	4	1	0	0	NA	NA	0	0	1	0	0
2	35	0	spirit	4	1	0	0	NA	NA	0	0	0	0	0
3	45	0	protestant	3	1	1	0	NA	NA	0	0	0	0	0
7	38	0	protestant	5	1	0	0	NA	NA	0	0	0	0	0
0	18	7	protestant	5	1	1	0	NA	NA	0	0	0	0	0
5	45	0	protestant	4	0	0	0	NA	NA	0	0	0	0	0
0	21	0	spirit	4	1	1	0	NA	NA	0	0	0	0	0
0	22	12	catholic	2	1	1	0	NA	NA	0	0	1	0	0
0	23	15	protestant	3	1	1	0	NA	NA	0	0	1	0	0
6	35	0	spirit	7	1	1	1	19	NA	0	0	1	0	0
3	35	0	protestant	3	1	1	1	29	NA	0	0	0	0	0
6	43	0	catholic	10	1	0	1	13	NA	0	0	0	0	0
3	33	0	spirit	6	1	1	1	17	NA	0	0	0	0	0
1	22	4	spirit	6	1	0	0	NA	NA	0	0	0	0	0
0	19	7	spirit	12	1	1	0	NA	NA	0	0	1	0	0
0	23	9	catholic	20	1	0	1	15	7	0	0	1	0	0
4	33	7	protestant	6	1	1	1	26	5	0	0	1	0	0
2	20	8	spirit	5	1	0	1	17	0	0	0	0	0	1
3	46	0	protestant	6	1	1	1	34	0	0	0	0	0	0
6	39	0	spirit	6	1	0	1	16	0	0	0	0	0	0
5	30	5	spirit	8	1	0	1	14	7	0	0	1	0	0
10	40	3	catholic	10	1	1	1	18	7	0	0	1	0	0
3	24	6	spirit	4	1	1	1	13	0	0	0	0	0	0
2	25	7	spirit	5	1	1	0	NA	NA	0	0	0	0	0
5	28	5	protestant	4	1	1	1	20	0	0	0	0	0	0
0	18	7	protestant	3	1	0	0	NA	NA	0	0	0	0	0
7	34	3	spirit	4	1	1	1	17	0	0	0	0	0	0
0	17	7	spirit	4	0	0	0	NA	NA	0	0	0	0	0
0	15	3	spirit	NA	0	0	0	NA	NA	0	0	1	0	1
2	28	7	spirit	6	1	1	1	18	0	0	0	1	0	1
6	44	1	spirit	4	1	1	1	25	0	0	0	0	0	0
3	26	4	spirit	4	1	0	1	23	NA	0	0	1	0	1
0	22	7	spirit	5	1	0	0	NA	NA	0	0	1	0	1
1	19	7	spirit	3	1	0	0	NA	NA	0	0	1	0	0
8	39	4	spirit	4	1	1	1	28	0	0	0	0	0	1
0	17	9	spirit	5	1	1	0	NA	NA	0	0	0	0	1
0	15	6	protestant	2	1	0	0	NA	NA	0	0	0	0	1
3	37	0	protestant	4	1	0	0	NA	NA	0	0	1	0	0
2	19	8	protestant	2	1	1	0	NA	NA	0	0	0	0	0
5	39	4	spirit	3	1	0	1	18	0	0	0	1	0	0
0	21	5	spirit	2	1	0	0	NA	NA	0	0	1	0	0
0	17	6	spirit	5	1	0	0	NA	NA	0	0	1	0	0
3	47	3	spirit	5	1	0	1	39	0	0	0	0	0	0
7	36	0	spirit	7	1	1	1	17	7	0	0	0	0	0
2	20	0	spirit	10	1	0	1	11	0	0	0	1	0	1
1	21	7	spirit	6	1	1	1	19	0	0	0	0	0	1
1	22	3	other	4	1	1	0	NA	NA	0	0	0	0	1
1	36	7	protestant	6	1	1	0	NA	NA	0	0	1	0	1
3	35	7	protestant	5	1	1	1	20	0	0	0	1	1	1
4	30	0	protestant	4	1	1	1	20	0	0	0	0	0	1
4	25	2	spirit	2	1	0	1	18	0	0	0	0	0	1
5	35	1	other	7	1	1	1	30	0	0	0	0	0	0
3	25	7	protestant	4	1	1	1	18	3	0	0	0	0	0
2	25	10	catholic	4	1	1	0	NA	NA	0	0	1	0	1
0	19	10	catholic	5	1	0	0	NA	NA	0	0	1	0	1
4	30	7	catholic	6	1	0	1	17	0	0	1	1	1	0
6	30	0	spirit	2	0	0	1	17	0	0	0	1	0	0
8	49	0	protestant	4	NA	NA	1	21	0	0	0	1	0	1
1	22	10	protestant	4	1	1	0	NA	NA	0	0	1	1	0
2	31	10	catholic	4	1	1	0	NA	NA	0	0	1	0	0
10	48	0	protestant	4	0	0	1	16	0	0	0	1	0	0
0	19	10	protestant	2	1	1	0	NA	NA	0	0	1	0	0
6	37	0	catholic	1	0	0	0	NA	NA	0	0	1	0	0
1	46	0	catholic	6	0	0	1	27	0	0	0	1	0	0
3	41	0	catholic	10	0	0	1	28	0	0	0	1	0	0
5	29	0	catholic	5	1	1	1	17	0	0	0	1	0	0
9	47	4	protestant	9	1	1	1	19	4	0	0	1	0	1
2	24	5	spirit	7	1	1	0	NA	NA	0	0	1	0	0
2	21	7	catholic	7	1	0	1	15	0	0	0	1	0	0
1	20	7	catholic	6	1	1	0	NA	NA	0	0	1	0	0
4	29	10	catholic	6	1	1	1	18	12	0	0	1	0	1
6	38	5	catholic	6	1	1	1	19	2	0	0	1	0	1
1	30	10	catholic	6	1	1	0	NA	NA	0	0	1	0	0
1	21	10	spirit	4	1	1	0	NA	NA	0	0	1	0	1
0	16	10	spirit	5	1	0	0	NA	NA	0	0	1	0	1
0	15	9	spirit	4	1	0	0	NA	NA	0	0	1	0	1
0	34	10	spirit	4	1	0	0	NA	NA	0	0	1	0	0
2	27	7	catholic	5	1	1	0	NA	NA	0	0	1	0	1
4	33	7	catholic	5	1	NA	1	19	0	0	0	1	0	0
2	29	7	catholic	5	1	NA	1	15	0	0	0	0	0	0
7	36	0	catholic	7	1	1	1	16	0	0	0	0	0	0
9	49	0	catholic	6	1	NA	1	16	0	0	0	0	0	1
0	18	10	catholic	2	1	NA	0	NA	NA	0	0	0	0	1
3	34	1	spirit	4	1	1	1	23	7	0	0	1	0	1
0	18	10	catholic	2	1	1	0	NA	NA	0	0	1	0	1
5	34	0	spirit	6	1	NA	1	24	0	0	0	0	0	0
0	16	1	catholic	5	1	0	0	NA	NA	0	0	0	0	0
1	23	7	protestant	4	1	1	0	NA	NA	1	0	0	0	1
3	37	0	catholic	5	1	NA	1	19	0	1	0	0	0	0
1	26	7	other	4	1	1	0	NA	NA	1	0	1	0	1
8	48	6	other	4	1	1	1	24	3	1	0	0	0	0
0	16	8	protestant	4	1	1	0	NA	NA	1	0	0	0	0
3	27	0	spirit	4	1	1	0	NA	NA	1	0	0	0	0
1	22	7	spirit	4	1	1	0	NA	NA	1	0	1	0	0
1	23	10	other	2	1	1	0	NA	NA	1	0	1	1	0
0	22	10	protestant	12	1	1	0	NA	NA	1	0	1	0	0
1	20	7	protestant	1	1	0	0	NA	NA	1	0	0	0	0
1	21	10	catholic	1	1	1	0	NA	NA	1	0	0	0	0
1	30	9	protestant	1	1	1	0	NA	NA	1	0	1	0	1
0	22	7	protestant	2	1	1	0	NA	NA	1	0	1	0	1
2	33	8	protestant	6	1	1	0	NA	NA	1	0	1	0	0
1	24	0	spirit	20	1	0	1	24	12	1	0	1	0	0
5	42	0	spirit	5	1	0	1	23	0	1	0	0	0	0
10	40	0	catholic	4	1	1	1	12	NA	1	0	1	0	0
5	43	0	protestant	7	1	1	1	38	7	1	0	1	0	0
1	20	9	protestant	3	1	1	0	NA	NA	1	0	1	0	0
1	25	7	other	3	1	1	0	NA	NA	1	0	1	0	0
3	34	4	catholic	5	1	1	1	20	0	1	0	1	0	0
2	28	10	spirit	4	1	1	0	NA	NA	1	0	1	0	1
3	32	7	other	4	1	1	0	NA	NA	1	0	0	0	0
2	28	1	spirit	2	1	1	0	NA	NA	1	0	0	0	0
2	25	9	other	4	1	1	0	NA	NA	1	0	0	0	0
1	20	10	other	2	1	1	0	NA	NA	1	0	1	0	0
0	22	7	catholic	4	1	1	0	NA	NA	1	0	0	0	0
4	35	0	protestant	4	1	0	0	NA	NA	1	0	1	0	0
2	30	5	catholic	2	1	1	0	NA	NA	1	0	1	0	1
2	26	6	catholic	2	1	1	1	22	NA	1	0	1	0	1
0	19	7	protestant	2	1	0	1	18	7	1	0	1	0	1
1	20	7	other	1	1	1	1	16	7	1	0	1	0	1
4	37	0	spirit	2	1	1	0	NA	NA	1	0	1	0	1
0	19	7	protestant	6	1	0	1	18	7	1	0	1	0	0
1	21	10	protestant	2	1	1	0	NA	NA	1	0	1	0	1
4	32	7	spirit	4	1	1	0	NA	NA	1	0	1	0	0
2	28	10	spirit	4	1	1	0	NA	NA	1	0	1	0	0
1	24	10	spirit	1	1	1	0	NA	NA	1	0	1	0	0
0	22	9	spirit	3	1	1	0	NA	NA	1	0	1	0	0
0	17	10	catholic	2	1	1	0	NA	NA	1	0	1	0	0
2	33	7	protestant	2	1	1	0	NA	NA	1	0	1	0	0
1	26	7	spirit	6	1	1	0	NA	NA	1	0	1	0	0
1	19	10	other	2	1	0	0	NA	NA	1	0	1	0	0
0	16	8	protestant	2	1	0	0	NA	NA	1	0	1	0	0
1	24	10	spirit	4	1	1	0	NA	NA	1	0	1	0	0
2	30	7	protestant	2	1	1	0	NA	NA	1	0	1	0	1
0	18	7	spirit	2	1	0	0	NA	NA	1	0	1	0	0
0	20	10	catholic	4	1	1	0	NA	NA	1	0	1	0	1
0	18	10	catholic	5	1	0	0	NA	NA	1	0	1	0	1
2	26	10	spirit	5	1	1	1	16	10	1	0	1	0	0
2	31	10	other	3	1	1	0	NA	NA	1	0	1	0	1
2	26	7	other	3	1	0	0	NA	NA	1	0	1	0	1
3	34	10	other	2	1	1	1	23	4	1	0	1	1	1
0	16	11	protestant	2	1	0	0	NA	NA	1	1	1	0	0
8	41	10	protestant	NA	1	1	1	28	6	1	1	1	0	0
1	49	4	protestant	5	1	0	1	27	6	1	0	1	0	0
2	21	7	other	4	1	1	0	NA	NA	1	0	1	0	1
1	26	12	spirit	2	1	1	0	NA	NA	1	0	1	0	0
2	22	10	protestant	2	1	1	0	NA	NA	1	0	1	0	0
1	21	10	other	4	1	1	0	NA	NA	1	0	1	0	0
1	23	10	spirit	4	1	1	0	NA	NA	1	0	1	0	1
0	20	10	spirit	3	1	1	0	NA	NA	1	0	1	0	1
0	18	10	spirit	3	1	1	0	NA	NA	1	0	1	0	1
3	37	7	catholic	4	1	1	1	18	10	1	0	1	0	0
0	16	9	catholic	0	0	0	0	NA	NA	1	0	1	1	1
4	34	0	other	4	1	1	0	NA	NA	1	0	0	0	0
0	19	5	other	2	1	0	0	NA	NA	1	0	0	0	0
0	17	10	catholic	2	1	0	0	NA	NA	1	0	1	0	0
0	17	7	spirit	3	1	NA	0	NA	NA	1	0	1	0	0
4	37	0	other	NA	1	1	1	21	0	1	0	1	0	0
0	19	11	protestant	5	1	1	0	NA	NA	1	0	1	0	0
0	16	9	protestant	4	1	0	0	NA	NA	1	0	1	0	0
2	38	7	protestant	4	1	1	0	NA	NA	1	0	1	0	0
2	31	14	other	2	1	NA	1	20	13	0	1	1	1	0
0	24	17	spirit	4	1	1	0	NA	NA	0	1	1	1	0
0	26	17	catholic	2	1	0	0	NA	NA	0	1	1	1	0
0	23	17	other	1	1	0	0	NA	NA	0	1	1	1	0
1	30	17	protestant	3	1	1	1	28	15	0	1	1	1	0
2	39	17	protestant	4	1	1	1	15	17	0	1	1	1	0
1	26	17	spirit	3	1	1	0	NA	NA	0	1	1	1	0
0	22	15	spirit	3	1	1	1	22	17	0	1	1	0	1
0	20	10	protestant	4	1	1	0	NA	NA	0	1	1	0	0
0	22	10	spirit	2	1	0	0	NA	NA	0	1	0	1	0
3	32	10	protestant	4	1	1	1	17	5	0	0	1	0	0
1	32	0	protestant	6	1	1	1	23	0	0	0	0	0	0
4	28	0	protestant	4	1	1	0	NA	NA	0	0	0	0	0
2	40	5	protestant	6	1	1	1	30	6	0	0	1	0	0
1	44	2	spirit	4	1	0	0	NA	NA	0	0	0	0	0
0	15	8	protestant	4	1	0	0	NA	NA	0	0	1	0	0
1	17	8	catholic	4	1	1	0	NA	NA	0	0	0	0	0
0	17	6	catholic	2	1	0	0	NA	NA	0	0	0	0	0
3	36	0	spirit	4	1	NA	0	NA	NA	0	0	1	0	0
11	46	0	spirit	10	1	NA	1	17	0	0	0	1	0	0
1	23	5	spirit	8	1	1	0	NA	NA	0	0	1	0	0
2	25	7	spirit	6	1	1	0	NA	NA	0	0	1	0	0
0	17	7	spirit	6	1	0	0	NA	NA	0	0	1	0	0
3	24	4	spirit	4	1	1	0	NA	NA	0	0	1	0	0
0	18	7	catholic	4	1	1	0	NA	NA	0	0	1	0	0
1	23	7	catholic	5	1	1	0	NA	NA	0	0	1	0	0
1	21	7	catholic	4	1	1	0	NA	NA	0	1	0	0	0
9	49	5	catholic	8	1	1	1	23	0	0	0	1	0	0
1	20	7	protestant	1	1	1	0	NA	NA	0	0	1	0	0
4	30	4	protestant	4	1	1	0	NA	NA	0	0	0	0	0
10	44	2	catholic	6	1	1	1	17	0	0	0	1	0	0
0	19	7	catholic	4	1	1	0	NA	NA	0	0	1	0	0
2	20	7	catholic	3	1	1	0	NA	NA	0	0	1	0	1
0	40	2	spirit	5	1	0	0	NA	NA	0	1	0	0	0
6	45	3	spirit	10	1	0	1	18	12	0	0	1	0	0
6	41	2	catholic	6	1	1	1	21	2	0	0	1	0	1
2	21	7	catholic	4	1	1	0	NA	NA	0	0	1	0	1
2	48	12	catholic	6	1	1	0	NA	NA	0	0	1	0	0
2	41	7	spirit	7	1	1	1	19	7	0	0	0	0	0
1	20	10	catholic	4	1	1	0	NA	NA	0	0	1	0	0
4	42	2	spirit	5	1	NA	1	36	0	0	0	1	0	0
0	20	10	catholic	5	1	1	0	NA	NA	0	0	1	0	0
3	26	0	catholic	7	1	1	1	12	0	0	0	0	0	0
3	19	6	catholic	4	1	1	0	NA	NA	0	0	1	0	0
3	41	0	other	4	1	1	0	NA	NA	0	0	0	0	0
1	26	7	spirit	6	1	1	0	NA	NA	0	0	1	0	0
1	21	7	spirit	4	1	1	0	NA	NA	0	0	1	0	1
1	32	0	spirit	8	1	0	1	19	0	0	0	0	0	0
0	28	10	catholic	3	1	1	1	19	10	0	1	1	0	0
2	46	15	other	2	1	1	1	21	18	0	1	1	0	1
0	23	17	protestant	2	1	1	0	NA	NA	0	1	1	0	0
1	41	15	other	1	1	1	1	21	16	0	1	1	1	1
4	36	15	protestant	4	1	1	1	20	16	0	1	1	1	1
1	29	16	catholic	4	1	1	1	26	18	0	1	1	1	1
0	16	10	catholic	3	1	0	0	NA	NA	0	1	1	1	1
8	29	0	spirit	6	1	1	1	15	0	0	0	1	0	1
5	32	9	protestant	3	1	1	1	19	0	0	0	1	0	0
3	33	0	spirit	8	1	NA	1	17	0	0	0	0	0	0
5	34	0	catholic	5	1	1	1	22	0	0	0	1	0	1
0	15	6	catholic	4	0	0	0	NA	NA	0	0	1	0	1
10	39	7	spirit	5	1	1	1	20	0	0	0	1	0	0
1	18	7	spirit	5	1	NA	1	17	0	0	0	1	0	0
4	38	12	protestant	4	1	1	1	21	16	0	1	1	0	1
2	25	7	spirit	NA	1	NA	0	NA	NA	0	0	1	0	1
0	20	9	spirit	4	1	NA	0	NA	NA	0	0	1	0	1
0	19	10	protestant	3	1	NA	0	NA	NA	0	1	1	0	1
7	35	0	other	8	1	0	1	13	3	0	0	0	0	0
0	15	0	other	5	1	0	0	NA	NA	0	0	0	0	0
1	18	0	other	2	1	0	0	NA	NA	0	0	0	0	0
6	33	0	other	4	0	0	1	15	NA	0	0	0	0	0
5	27	0	other	1	0	0	0	NA	NA	0	0	0	0	0
3	24	0	other	10	0	0	0	NA	NA	0	0	0	0	0
3	30	2	spirit	6	1	1	0	NA	NA	0	0	0	0	0
6	49	0	other	6	1	0	1	18	0	0	0	0	0	0
8	41	10	spirit	8	1	1	1	15	16	0	0	1	0	0
0	18	2	spirit	2	1	1	0	NA	NA	0	0	1	0	1
3	24	5	other	4	1	0	1	19	0	0	0	1	0	1
5	29	5	spirit	4	1	0	1	19	0	0	0	1	0	1
4	28	9	protestant	8	1	1	1	18	6	0	0	1	0	0
2	26	13	spirit	3	1	1	0	NA	NA	0	0	1	0	0
5	46	2	other	10	1	NA	1	22	0	0	0	0	0	0
6	28	0	other	4	1	1	1	12	0	0	0	1	0	0
4	24	0	other	NA	1	1	0	NA	NA	0	0	0	0	1
3	26	0	spirit	6	1	1	1	24	0	0	0	0	0	0
1	24	7	other	1	1	1	0	NA	NA	0	0	1	0	0
1	21	7	spirit	6	1	1	0	NA	NA	0	0	1	0	0
1	26	7	other	4	1	1	0	NA	NA	0	0	0	0	1
1	18	8	other	4	1	1	0	NA	NA	0	0	1	0	1
1	23	3	spirit	10	1	1	0	NA	NA	0	0	1	0	1
3	32	10	other	4	1	1	1	23	17	0	0	1	0	1
5	34	2	other	10	1	1	1	32	0	0	0	1	0	0
1	19	8	other	4	1	1	1	19	0	0	0	0	0	0
6	46	5	protestant	4	1	0	1	19	NA	0	0	1	0	0
0	18	7	protestant	4	1	0	0	NA	NA	0	0	1	0	0
6	47	1	protestant	10	1	0	1	18	0	0	0	1	0	0
2	24	0	spirit	4	1	0	0	NA	NA	0	0	1	0	0
1	22	0	spirit	4	1	1	0	NA	NA	0	0	1	0	0
7	40	0	other	7	1	1	1	25	0	0	0	0	0	0
0	18	7	other	4	1	0	0	NA	NA	0	0	1	0	0
